movie_id,production_companies
9620,Lion Rock Productions
9620,Province of British Columbia Film Incentive BC
9620,Solomon/Hackett Productions
10601,Columbia Pictures
10601,Universal Pictures
10601,Revolution Studios
10601,Quinta Communications
14844,Alcon Entertainment
14844,ETIC Films
14844,C.R.G. International
14844,Trademark Films
14844,Micro Fusion 2003-2
5966,Jersey Films
5966,Loofah Productions
10718,Village Roadshow Pictures
10718,Original Film
10718,Warner Bros.
11034,Paramount Pictures
22584,Warner Bros.
14239,Paramount Pictures
14239,Paramount Animation
405,Ponti-De Laurentiis Cinematografica
9696,Omega Project
9696,Omega Micott Inc.
9696,Excell Film Agentur
11708,United Artists
11708,Dramatic Features
11708,Warfield
1954,New Line Cinema
1954,FilmEngine
1954,Katalyst Films
1954,BenderSpink
1954,Province of British Columbia Production Services Tax Credit
13476,DreamWorks SKG
13505,Paramount Pictures
14292,Walt Disney
1278,Peninsula Films
1278,Recorded Picture Company (RPC)
1278,Fiction Films
11023,Fox Searchlight Pictures
11023,Sound for Film
11023,Working Title Films
11023,Antidote Films (I)
1824,Columbia Pictures Corporation
1824,Happy Madison Productions
1824,Anonymous Content
1824,Flower Films (II)
11951,Twentieth Century Fox Film Corporation
11951,Cupid Productions
9838,Cannon Group
9838,Golan-Globus Productions
9838,Cannon Productions
2099,De Laurentiis Entertainment Group (DEG)
2099,Famous Films (II)
2099,International Film Corporation
11132,Walt Disney Pictures
9352,DreamWorks SKG
9352,The Montecito Picture Company
9352,Blue Sea Productions
615,Icon Productions
615,Twentieth Century Fox Film Corporation
11217,Fox Searchlight Pictures
11217,Broken Lizard Industries
11217,Coconut Pete Productions
10677,Miramax Films
10677,Lions Gate Films
10677,Artisan Entertainment
10677,Lawrence Bender Productions
10677,Havana Nights LLC
13572,Paramount Pictures
13572,Kopelson Entertainment
13572,Harlequin Pictures
13572,Intertainment AG
13572,Blackout Productions Inc.
338,WDR
338,Arte
338,X-Filme Creative Pool
2023,Casey Silver Productions
2023,Touchstone Pictures
2023,Dune Films
9384,Weed Road Pictures
9384,Warner Bros.
9384,Dimension Films
9384,Red Hour Films
9384,AR-TL
797,Svensk Filmindustri (SF)
17047,Splendid Pictures
17047,Maverick Films
17047,Metro-Goldwyn-Mayer (MGM)
17047,Dylan Sellers Productions
17047,Madacy Entertainment
10591,Regency Enterprises
10591,Epsilon Motion Pictures
10591,New Regency Pictures
10591,Daybreak
1586,Columbia Pictures Corporation
1586,Pariah Entertainment Group
1586,Grand Slam Productions
1586,Mel's Cite du Cinema
11169,Epsilon Motion Pictures
11169,Franchise Pictures
11169,Signature Pictures
11169,Linson Entertainment
11169,Art Linson Productions
11169,ApolloMedia Distribution
11169,ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I)
11169,QI Quality International GmbH & Co. KG
11169,Spartan Productions (II)
924,New Amsterdam Entertainment
924,Strike Entertainment
924,Metropolitan Filmexport
924,Toho-Towa
924,Cruel and Unusual Films
38,Anonymous Content
38,This Is That Productions
38,Focus Features
11081,Village Roadshow Pictures
11081,Atmosphere Entertainment MM
11081,Warner Bros.
9541,Miramax Films
9541,Beverly Detroit
9541,View Askew Productions
9541,Close Call Films
5516,Mike Zoss Productions
5516,The Jacobson Company
5516,Touchstone Pictures
11024,Mosaic Media Group
11024,Warner Bros.
553,Zentropa Entertainments
553,Danmarks Radio (DR)
553,Trollhättan Film AB
553,Memfis Film
553,France 3 Cinéma
553,Sveriges Television (SVT)
553,Yleisradio (YLE)
553,Arte France Cinéma
553,Slot Machine
553,Liberator Productions
553,Nederlandse Programma Stichting (NPS)
553,Isabella Films B.V.
553,WDR / Arte
553,Film i Väst
553,Pain Unlimited GmbH Filmproduktion
553,Something Else B.V.
553,Sigma Films
553,Zoma Films Ltd.
553,Norsk TV2 AS
10544,StudioCanal
10544,The Australian Film Commission
10544,Endymion Films
10544,Australian Film Finance Corporation (AFFC)
10544,Working Title Films
10544,WTA
10544,Woss Group Film Productions
1487,Columbia Pictures
1487,Revolution Studios
1487,Dark Horse Entertainment
1487,Lawrence Gordon Productions
1487,Starlite Films
13700,Walt Disney Pictures
11137,Paramount Pictures
11137,Lions Gate Films
11137,Epsilon Motion Pictures
11137,Stillking Films
11137,Sobini Films
11358,Metro-Goldwyn-Mayer (MGM)
11358,Mandeville Films
11358,WWE Studios
11358,Hyde Park Entertainment
11358,Burke/Samples/Foster Productions
11358,Cub Eight Productions
10733,Imagine Entertainment
10733,Touchstone Pictures
14442,World 2000 Entertainment
14442,Enchanted Productions
2122,Cheyenne Enterprises
2122,Franchise Pictures
2122,MHF Zweite Academy Film
2122,Eclipse Catering
2122,Nine Yards Two Productions
2122,Nine Yards Productions
25300,Alquimia Cinema
25300,Medusa Film
25300,The Producers Films
25300,Cattleya
25300,Colorado Film Production
6844,Paramount Pictures
6844,Motion Picture Associates
923,Laurel Group
923,Dawn Associates
10843,Double Play
10843,"Geffen Company, The"
393,Miramax Films
393,A Band Apart
393,Super Cool ManChu
7220,Lions Gate Films
7220,VIP 3 Medienfonds
7220,Valhalla Motion Pictures
7220,Marvel Enterprises
7220,VIP 2 Medienfonds
10096,Columbia Pictures
10096,Revolution Studios
10096,Thirteen Productions
9509,Regency Enterprises
9509,Fox 2000 Pictures
9509,Epsilon Motion Pictures
9509,Scott Free Productions
9509,New Regency Pictures
10710,Columbia Pictures
10710,Castle Rock Entertainment
10710,NPV Entertainment
10710,DreamWorks Pictures
10710,Baltimore Spring Creek Productions
10710,Nu Image / Millennium Films
11058,Lions Gate Films
11058,2929 Productions
11058,Artists Production Group (APG)
11058,Blue Productions
11141,New Line Cinema
11141,Irish Dreamtime
11141,Deep River Productions
11141,Initial Entertainment Group (IEG)
10625,Paramount Pictures
10625,Broadway Video
10625,M.G. Films
11025,DiNovi Pictures
11025,Dualstar Productions
11025,Warner Bros.
7131,Universal Pictures
7131,Stillking Films
7131,"Sommers Company, The"
652,Plan B Entertainment
652,Warner Bros.
652,Nimar Studios
652,Radiant Productions
652,Helena Productions
652,Latina Pictures
883,Smokescreen Inc.
10375,Universal Pictures
11864,Twentieth Century Fox Film Corporation
11864,SLM Production Group
11864,Bavaria Film
11864,Kings Road Entertainment
9461,Golden Harvest Company
9461,Concord Productions Inc.
9461,Warner Bros.
9461,Sequoia Productions
18329,Block 2 Pictures
18329,Jet Tone Production
18329,Black Monday Film Services
10035,Dream Entertainment
10347,PolyGram Audiovisuel
10347,Enigma Pictures
667,Eon Productions
700,Eon Productions
36670,PSO International
36670,TaliaFilm II Productions
36670,Woodcote
5511,Fida cinematografica
5511,Compagnie Industrielle et Commerciale Cinématographique (CICC)
5511,TC Productions
5511,Filmel
11507,Columbia Pictures Corporation
11507,Delphi II Productions
10435,Le Studio Canal+
10435,TriStar Pictures
10435,Japan Satellite Broadcasting (JBS)
10435,Carolco Pictures
10435,RCS Video
204,Véra Films
204,Fono Roma
204,Filmsonor
204,Compagnie Industrielle et Commerciale Cinématographique (CICC)
9356,TriStar Pictures
9624,Warner Bros.
9872,Paramount Pictures
2786,Dino de Laurentiis Cinematografica
11533,Columbia Pictures Corporation
11533,Morningside Productions
11533,The Criterion Collection
3777,Toho Company
9545,TriStar Pictures
9545,Iguana Producciones
9545,Baltimore Pictures
9545,Sniper Productions
11474,Paramount Pictures
4923,Twentieth Century Fox Film Corporation
4923,John Boorman Productions
11656,Svensk Filmindustri (SF)
10133,Miramax Films
10133,Pandora Cinema
11069,MCA/Universal Pictures
11069,Stampede Entertainment
10829,Stampede Entertainment
10829,Universal Family and Home Entertainment
336,United Artists
336,Rafran Cinematografica
336,Euro International Films
1059,Toho Company
12493,Toho Company
12493,Kurosawa Production Co.
13122,Universal Pictures
13122,Alive Films
11030,Orion Pictures
20481,Seraphim Films
20481,Morgan Creek Productions
7090,Lou Yi Inc.
7090,Cinéa
7090,Kasander Film Company
7090,Busy Bee Productions
5902,United Artists
5902,Joseph E. Levine Productions
10775,Media Asia Films
4552,B.O.M. Film Productions Co.
4552,Masulpiri Films
12762,Orion Pictures Corporation
14510,Empire Pictures
14510,Taryn Prov
13282,New World Pictures
113,LJ Film
113,Pandora Filmproduktion
113,Cineclick Asia
113,Korea Pictures
113,Cinesoul
113,Mirae Asset Capital
113,Muhan Investment
5916,Solar Productions
5916,First Artists
5916,Foster-Brower Productions
12205,Nikkatsu
12205,Oz Company
12205,Kadokawa Shoten Publishing Co.
12205,Nippon Television Network (NTV)
12205,Video Audio Project (VAP)
12205,Office Augusta Co. Ltd.
3001,World Wide Productions
203,Scorsese Productions
10652,Paramount Pictures
10652,RKO Pictures
631,BIM Distribuzione
631,Fox Film Corporation
1786,Centre National de la Cinématographie
1786,Nouvelles Éditions de Films (NEF)
1786,Stella Films
1786,MK2 Productions
1786,N.E.F. Filmproduktion und Vertriebs (I)
1786,Soficas Investimages
1786,Images Investissements
1786,Sofica Créations
1786,Rai Uno Radiotelevisione
439,Pathé Consortium Cinéma
439,Riama Film
439,Société Nationale Pathé Cinéma
439,The Criterion Collection
11548,Universal Pictures
11548,Amblin Entertainment
5165,Cino del Duca
5544,Pathé Entertainment
5544,Daiei Studios
5544,Argos Films
5544,Como Films
14696,Daiei Studios
4909,Universal Productions France S.A.
4909,Warwick Productions
4909,Warwick Film Productions
19185,Columbia Pictures Corporation
19185,21st Century Film Corporation
15371,Tokyo Movie Shinsha (TMS)
11044,Hachette Première
11044,Canal+
11044,Constellation
11044,Union Générale Cinématographique (UGC)
10498,Warner Bros.
10498,Art Linson Productions
16391,The Archers
10734,Paramount Pictures
10734,Malpaso Company
809,DreamWorks SKG
809,Pacific Data Images (PDI)
809,DreamWorks Animation
435,Lions Gate Films
435,Twentieth Century Fox Film Corporation
435,Centropolis Entertainment
435,Mark Gordon Productions
435,Mel's Cite du Cinema
4599,Touchstone Pictures
4599,Beacon Pictures
4599,Mandeville Films
12657,Metro-Goldwyn-Mayer (MGM)
673,1492 Pictures
673,Heyday films
673,Warner Bros.
16617,Avenue Pictures Productions
16617,Weed Road Pictures
16617,Intermedia Films
16617,Egmond Film & Television
16617,Dimension Films
16617,Outlaw Productions (I)
16617,Mindhunters (UK) Limited
16617,Mindhunters Productie BV
16617,Tonna Oy
16617,Outlaw Victoria Productions Inc.
246,Office Kitano
246,Saito Entertainment
246,Tokyo FM Broadcasting Company
246,Bandai Visual Company (JAPAN)
2789,One Race Films
2789,Radar Pictures
8920,Twentieth Century Fox Film Corporation
8920,Davis Entertainment
8920,Twentieth Century Fox Animation
9890,Paramount Pictures
9890,De Line Pictures
9890,DreamWorks Pictures
8193,Paramount Pictures
8193,Fox Searchlight Pictures
8193,MTV Films
8193,Access Films
8193,Napoleon Pictures Limited
8193,Carnival Films
11546,Warner Bros.
12651,Warner Bros.
12651,Enigma Productions
12651,Fujisankei Communication Group
12651,County Natwest Ventures
12651,British Satellite Broadcasting (BSB)
9542,Silver Screen Partners
9542,TriStar Pictures
9542,HBO Pictures
136,Metro-Goldwyn-Mayer (MGM)
10204,Studio Babelsberg
10204,Walden Media
10204,Babelsberg Film
10204,Mostow/Lieberman Productions
10204,80 Days Productions
10204,Spanknyce Films
10204,Fitzwilliam Productions
9472,Twentieth Century Fox Film Corporation
9472,Red Hour Films
9472,Mediastream Vierte Film GmbH & Co. Vermarktungs KG
594,DreamWorks SKG
594,Amblin Entertainment
594,Parkes/MacDonald Productions
12153,Columbia Pictures
12153,Revolution Studios
12153,Wayans Bros. Entertainment
12153,Gone North Productions
11036,New Line Cinema
1997,Pathé Renn Productions
1997,TF1 Films Production
1997,Canal+
1997,Pathe
1997,Two Brothers Productions
10606,New World Pictures
10606,Cinema Group Ventures
10606,New Pictures Group
16136,Paramount Pictures
6081,United Artists
6081,Jewel Productions
6081,Pimlico Films
6081,Sellers-Edwards productions
2330,ARP Sélection
2330,Cofimage 9
2330,TF1 Films Production
2330,Canal+
2330,EuropaCorp
2330,Studio Image 4
2334,Europa Corp
13398,Sony Pictures Classics
13398,Madhouse
13398,Tokyo Godfathers Production Committee
10780,Metro-Goldwyn-Mayer (MGM)
10780,Hawn / Sylbert Movie Company
10780,Star Partners
29264,Producciones Gustavo Alatriste
1777,BIM Distribuzione
1777,Fellowship Adventure Group
11584,Columbia Pictures
11584,IndieProd Company Productions
11584,L.A. Films
11884,Universal Pictures
11884,Lorimar Film Entertainment
558,Columbia Pictures
558,Laura Ziskin Productions
558,Marvel Enterprises
80,Castle Rock Entertainment
80,Detour Film Production
80,Warner Independent Pictures (WIP)
9477,Jerry Bruckheimer Films
9477,World 2000 Entertainment
9477,Touchstone Pictures
9477,Green Hills Productions
8699,Apatow Productions
11247,Gaylord Films
11247,Warner Bros.
11247,Dylan Sellers Productions
11247,Clifford Werber Productions
2048,Twentieth Century Fox Film Corporation
2048,Laurence Mark Productions
2048,Davis Entertainment
2048,Overbrook Entertainment
2048,Mediastream Vierte Film GmbH & Co. Vermarktungs KG
2048,Canlaws Productions
436,Fine Line Features
436,Journeyman Pictures
436,HBO Films
2502,Universal Pictures
2502,The Kennedy/Marshall Company
2502,Hypnotic
2502,Motion Picture THETA Produktionsgesellschaft
2502,Ludlum Entertainment
314,Village Roadshow Pictures
314,DiNovi Pictures
314,Warner Bros.
314,Frantic Films
314,Maple Shade Films
314,Catwoman Films
1040,Titanus
1040,S.G.C.
1040,Société Nouvelle Pathé Cinéma
1040,The Criterion Collection
14462,Paramount Pictures
14462,Scott Rudin Productions
14462,Clinica Estetico
6947,Scott Rudin Productions
6947,Touchstone Pictures
6947,Blinding Edge Pictures
401,Fox Searchlight Pictures
401,Double Feature Films
401,Jersey Films
401,Camelot Pictures
401,Large's Ark Productions
1538,Paramount Pictures
1538,DreamWorks SKG
1538,Parkes/MacDonald Productions
1538,Edge City
14846,Revolution Studios
14846,Blue Star Pictures
2577,BBC Films
11282,New Line Cinema
11130,Walt Disney Pictures
395,Impact Pictures
395,Studio Babelsberg
395,Twentieth Century Fox Film Corporation
395,Davis Entertainment
395,Stillking Films
395,Brandywine Productions
395,Lonlink Productions
395,Kut Productions
395,Inside Track Films
395,Charenton Productions Limited
395,Revolution Sun Studios
10762,Paramount Pictures
10762,De Line Pictures
11026,Morgan Creek Productions
11026,Dominion Productions
11237,Screen Gems
11237,Middle Fork Productions
11208,Lakeshore Entertainment
11208,Metro-Goldwyn-Mayer (MGM)
11208,Mel's Cite du Cinema
9759,New Line Cinema
1577,Impact Pictures
1577,Constantin Film Ltd.
5137,Paramount Pictures
5137,Natural Nylon Entertainment
5137,Riff Raff Film Productions
5137,Filmauro
5137,Blue Flower Productions
5137,Brooklyn Films II
11823,Universal Pictures
13969,Regency Enterprises
13969,Epsilon Motion Pictures
13969,Davis Entertainment
13969,Spirit Dance Entertainment
13969,New Regency Pictures
10145,Revolution Studios
10145,Jinks/Cohen Company
10145,Visual Arts Entertainment
1653,Senator Film Produktion
1653,Wildwood Enterprises
1653,Sound for Film
1653,Inca Films S.A.
1653,Filmfour
1653,BD Cine
1653,Tu Vas Voir Productions
1653,Sahara Films
747,Universal Pictures
747,Big Talk Productions
747,StudioCanal
747,Film4
747,Working Title Films
747,WT2 Productions
747,De Wolfe Music
747,Inside Track 2
4176,Paramount Pictures
4176,EMI Films Ltd.
4176,G.W. Films
11177,Universal Pictures
1492,Paramount Pictures
1492,Gaumont
1492,France 3 Cinéma
1492,ABC Pictures
1492,Légende Entreprises
1492,Due West
1492,Cyrkfilms
1492,Ministère de la Culture
1492,Spanish Ministry of Culture
8689,F.D. Cinematografica
10555,DreamWorks SKG
10555,Pacific Data Images (PDI)
10555,DreamWorks Animation
11128,Casey Silver Productions
11128,Beacon Communications
11128,Touchstone Pictures
11128,Beacon Pictures
11128,Fantail Films Inc.
1599,Fox Searchlight Pictures
1599,Scott Rudin Productions
1599,Qwerty Films
1599,N1 European Film Produktions GmbH & Co. KG
1599,Kanzeon
1599,Huckabee's
14024,New Line Cinema
14024,FilmEngine
14024,Brookwell-McNamara Entertainment
14024,ChickFlick Productions
11045,Twentieth Century Fox Film Corporation
11045,Robert Simonds Productions
11045,EuropaCorp
14337,Thinkfilm
4380,Miramax Films
3989,Paramount Pictures
3989,Scott Rudin Productions
3053,Filmways Pictures
3053,Cadre Films
3053,Metro-Goldwyn-Mayer (MGM)
13416,Universal Studios
13416,Imagine Entertainment
13416,Friday Night Lights LLC
13416,MDBF Filmgesellschaft mbH & Company KG
11099,Lions Gate Films
15566,DreamWorks SKG
15566,LivePlanet
15566,Tall Trees Productions
1970,Ghost House Pictures
1970,Vertigo Entertainment
1970,Senator International
1970,Colombia Pictures
1970,Fellah Pictures
8849,Paramount Pictures
8849,Patalex Productions
9675,Fox Searchlight Pictures
9675,Michael London Productions
9675,Sideways Productions Inc.
4553,Filmax Entertainment
4553,Castelao Producciones
4553,Canal+ España
4553,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
4553,ICF
176,Lions Gate Films
176,Twisted Pictures
176,Evolution Entertainment
176,Saw Productions Inc.
1677,Universal Pictures
1677,Bristol Bay Productions
1677,Baldwin Entertainment Group
